"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:22:22,9802817","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,9803057","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","REPARSE","Desired Access: Query Value"
"16:22:22,9803339","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Desired Access: Query Value"
"16:22:22,9803621","pafish64.exe","12688","RegQueryKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,9803806","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS","Desired Access: Query Value"
"16:22:22,9804022","pafish64.exe","12688","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}\EnableDhcp","NAME NOT FOUND","Length: 16"
"16:22:22,9804247","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS",""
"16:22:22,9804427","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS",""
"16:22:22,9876583","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,9876828","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","REPARSE","Desired Access: Query Value"
"16:22:22,9877085","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Desired Access: Query Value"
"16:22:22,9877340","pafish64.exe","12688","RegQueryKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,9877569","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS","Desired Access: Query Value"
"16:22:22,9877802","pafish64.exe","12688","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}\EnableDhcp","NAME NOT FOUND","Length: 16"
"16:22:22,9878039","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS",""
"16:22:22,9878240","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS",""
"16:22:22,9985550","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,9985794","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","REPARSE","Desired Access: Query Value"
"16:22:22,9986037","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Desired Access: Query Value"
"16:22:22,9986304","pafish64.exe","12688","RegQueryKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,9987025","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS","Desired Access: Query Value"
"16:22:22,9987368","pafish64.exe","12688","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}\EnableDhcp","NAME NOT FOUND","Length: 16"
"16:22:22,9987623","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS",""
"16:22:22,9987843","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS",""
"16:22:23,0076219","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,0076427","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","REPARSE","Desired Access: Query Value"
"16:22:23,0076635","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Desired Access: Query Value"
"16:22:23,0076859","pafish64.exe","12688","RegQueryKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,0077026","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS","Desired Access: Query Value"
"16:22:23,0077228","pafish64.exe","12688","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}\EnableDhcp","NAME NOT FOUND","Length: 16"
"16:22:23,0077436","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS",""
"16:22:23,0077599","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS",""
"16:22:23,0141178","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:23,0141995","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 2 231, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:23,0142192","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 2 231, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:23,0142395","pafish64.exe","12688","IRP_MJ_WRITE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Offset: 2 231, Length: 97, Priority: Normal"
"16:22:23,0143219","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:23,0144173","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:23,0297778","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\hi_vmware","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:23,0300025","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\hi_vmware","SUCCESS",""
"16:22:23,0300433","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\hi_vmware","SUCCESS",""
"16:22:23,0533361","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,0533820","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","REPARSE","Desired Access: Query Value"
"16:22:23,0534149","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Desired Access: Query Value"
"16:22:23,0534423","pafish64.exe","12688","RegQueryKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,0534602","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS","Desired Access: Query Value"
"16:22:23,0534825","pafish64.exe","12688","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}\EnableDhcp","NAME NOT FOUND","Length: 16"
"16:22:23,0535058","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS",""
"16:22:23,0535227","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS",""
"16:22:23,0891568","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,0892066","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","REPARSE","Desired Access: Query Value"
"16:22:23,0892366","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Desired Access: Query Value"
"16:22:23,0892657","pafish64.exe","12688","RegQueryKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,0892867","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS","Desired Access: Query Value"
"16:22:23,0893080","pafish64.exe","12688","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}\EnableDhcp","NAME NOT FOUND","Length: 16"
"16:22:23,0893323","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{4279f877-f11e-11f0-8515-806e6f6e6963}","SUCCESS",""
"16:22:23,0893499","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces","SUCCESS",""
"16:22:23,3351123","pafish64.exe","12688","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.4531250 seconds, Private Bytes: 2 351 104, Working Set: 12 693 504"
"16:22:23,4848549","pafish64.exe","12688","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx","SUCCESS","Desired Access: Read"
"16:22:23,4849623","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx\AllowDevelopmentWithoutDevLicense","NAME NOT FOUND","Length: 24"
"16:22:23,4849887","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx","SUCCESS",""
"16:22:23,4850141","pafish64.exe","12688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModelUnlock","SUCCESS","Desired Access: Read"
"16:22:23,4850441","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModelUnlock\AllowDevelopmentWithoutDevLicense","NAME NOT FOUND","Length: 24"
"16:22:23,4850630","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModelUnlock","SUCCESS",""
"16:22:23,4857244","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,4858228","pafish64.exe","12688","RegOpenKey","HKLM\Software\Microsoft\OLE\AppCompat","SUCCESS","Desired Access: Read"
"16:22:23,4859298","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\AppCompat\RaiseActivationAuthenticationLevel","NAME NOT FOUND","Length: 16"
"16:22:23,4859924","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole\AppCompat","SUCCESS",""
"16:22:23,4860955","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"16:22:23,4862379","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,4862846","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,4864051","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\AppID\pafish64.exe","NAME NOT FOUND","Desired Access: Read"
"16:22:23,4864547","pafish64.exe","12688","RegOpenKey","HKCR\AppID\pafish64.exe","NAME NOT FOUND","Desired Access: Read"
"16:22:23,4921921","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"16:22:23,4925058","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,4978950","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"16:22:23,5089100","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\AppID\pafish64.exe","NAME NOT FOUND","Desired Access: Read"
"16:22:23,5098122","pafish64.exe","12688","RegOpenKey","HKCR\AppID\pafish64.exe","NAME NOT FOUND","Desired Access: Read"
"16:22:23,5144101","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","REPARSE","Desired Access: Query Value"
"16:22:23,5145057","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS","Desired Access: Query Value"
"16:22:23,5145856","pafish64.exe","12688","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\AnonymousAppContainerImpersonationLevelCheck","NAME NOT FOUND","Length: 80"
"16:22:23,5146384","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS",""
"16:22:23,5147719","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","REPARSE","Desired Access: Query Value"
"16:22:23,5299039","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS","Desired Access: Query Value"
"16:22:23,5300428","pafish64.exe","12688","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\EveryoneIncludesAnonymous","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"16:22:23,5301037","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS",""
"16:22:23,5333008","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"16:22:23,5334064","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5334269","pafish64.exe","12688","RegOpenKey","HKLM\Software\Microsoft\COM3","SUCCESS","Desired Access: Read"
"16:22:23,5334989","pafish64.exe","12688","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\COM3","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"16:22:23,5335195","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\COM3\Com+Enabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"16:22:23,5335483","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\COM3","SUCCESS",""
"16:22:23,5335971","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"16:22:23,5336269","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5336434","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5336669","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","NAME NOT FOUND","Desired Access: Read"
"16:22:23,5336979","pafish64.exe","12688","RegOpenKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Desired Access: Read"
"16:22:23,5338514","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: Name"
"16:22:23,5339033","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5339343","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"16:22:23,5339605","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5339932","pafish64.exe","12688","RegOpenKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"16:22:23,5340153","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: Name"
"16:22:23,5340431","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: Name"
"16:22:23,5340662","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5340874","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"16:22:23,5341089","pafish64.exe","12688","RegQueryValue","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"16:22:23,5341271","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: Name"
"16:22:23,5341464","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5341661","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"16:22:23,5341857","pafish64.exe","12688","RegQueryValue","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\(Default)","BUFFER OVERFLOW","Length: 12"
"16:22:23,5342042","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: Name"
"16:22:23,5342234","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5342437","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"16:22:23,5342630","pafish64.exe","12688","RegQueryValue","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\(Default)","SUCCESS","Type: REG_SZ, Length: 26, Data: WBEM Locator"
"16:22:23,5342959","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: Name"
"16:22:23,5343168","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5343371","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"16:22:23,5343569","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5343736","pafish64.exe","12688","RegOpenKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Desired Access: Read"
"16:22:23,5343972","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Query: Name"
"16:22:23,5344183","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5344379","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"16:22:23,5344583","pafish64.exe","12688","RegQueryValue","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"16:22:23,5344762","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Query: Name"
"16:22:23,5344981","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5345176","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"16:22:23,5345378","pafish64.exe","12688","RegQueryValue","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"16:22:23,5345570","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Query: Name"
"16:22:23,5345769","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5345961","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"16:22:23,5346161","pafish64.exe","12688","RegQueryValue","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 80, Data: %systemroot%\system32\wbem\wbemprox.dll"
"16:22:23,5346371","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Query: Name"
"16:22:23,5346569","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5346763","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"16:22:23,5346961","pafish64.exe","12688","RegQueryValue","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 80, Data: %systemroot%\system32\wbem\wbemprox.dll"
"16:22:23,5347157","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Query: Name"
"16:22:23,5347356","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5347547","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"16:22:23,5347746","pafish64.exe","12688","RegQueryValue","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"16:22:23,5347992","pafish64.exe","12688","RegCloseKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocServer32","SUCCESS",""
"16:22:23,5348159","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: Name"
"16:22:23,5348381","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5348585","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"16:22:23,5348790","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5348955","pafish64.exe","12688","RegOpenKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"16:22:23,5349152","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: Name"
"16:22:23,5349352","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5349545","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"16:22:23,5349740","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5349905","pafish64.exe","12688","RegOpenKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"16:22:23,5350124","pafish64.exe","12688","RegCloseKey","HKCR\CLSID\{4590F811-1D3A-11D0-891F-00AA004B2E24}","SUCCESS",""
"16:22:23,5350358","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:23,5350521","pafish64.exe","12688","RegOpenKey","HKLM\Software\Microsoft\OLE","SUCCESS","Desired Access: Read"
"16:22:23,5350734","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\MaxSxSHashCount","NAME NOT FOUND","Length: 16"
